Time (ms);Distance (cm);Brightness (lux);a_x (m/s^2);a_y (m/s^2);a_z (m/s^2);a_mag (m/s^2);r_x (rad/s^2);r_y (rad/s^2);r_z (rad/s^2);roll (deg);pitch (deg);yaw (deg)
23779; 90.55 ; 383.00 ; 0.04 ; -0.20 ; 9.38 ; 9.38 ; 0.05 ; -0.10 ; -0.02 ; -1.20 ; -0.24 ; -81.08
23910; 90.94 ; 405.00 ; -0.12 ; -0.12 ; 9.34 ; 9.34 ; 0.05 ; -0.12 ; -0.00 ; -0.72 ; 0.72 ; -85.74
24041; 98.38 ; 440.00 ; 0.00 ; -0.24 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; -0.00 ; -1.44 ; 0.00 ; -85.29
24172; 96.29 ; 454.00 ; -0.08 ; -0.35 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; -0.00 ; -2.15 ; 0.48 ; -84.31
24304; 105.03 ; 440.00 ; -0.08 ; -0.20 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; -0.00 ; -1.19 ; 0.48 ; -84.42
24439; 97.26 ; 403.00 ; 0.86 ; 0.47 ; 9.34 ; 9.39 ; 0.05 ; -0.08 ; -0.32 ; 2.89 ; -5.27 ; -72.55
24570; 94.00 ; 417.00 ; 0.12 ; -0.59 ; 9.30 ; 9.32 ; 0.06 ; -0.11 ; 0.18 ; -3.62 ; -0.72 ; -86.92
24701; 109.20 ; 440.00 ; 0.27 ; -0.12 ; 9.41 ; 9.42 ; 0.06 ; -0.13 ; 0.49 ; -0.72 ; -1.67 ; -82.02
24834; 88.05 ; 451.00 ; 0.86 ; -0.24 ; 9.34 ; 9.38 ; 0.06 ; -0.13 ; 0.40 ; -1.44 ; -5.28 ; -65.44
24965; 93.61 ; 441.00 ; 0.86 ; -0.12 ; 9.22 ; 9.26 ; 0.05 ; -0.13 ; 0.27 ; -0.73 ; -5.35 ; -61.32
25099; 88.68 ; 411.00 ; 0.55 ; -0.35 ; 9.45 ; 9.48 ; 0.05 ; -0.11 ; -0.09 ; -2.14 ; -3.32 ; -64.34
25230; 93.08 ; 417.00 ; 0.08 ; -0.27 ; 9.30 ; 9.30 ; 0.05 ; -0.09 ; -0.25 ; -1.69 ; -0.48 ; -77.37
25361; 94.36 ; 427.00 ; -0.27 ; -0.31 ; 9.57 ; 9.58 ; 0.05 ; -0.10 ; -0.11 ; -1.88 ; 1.64 ; -85.00
25492; 98.49 ; 444.00 ; -0.16 ; -0.16 ; 9.41 ; 9.42 ; 0.05 ; -0.13 ; 0.17 ; -0.95 ; 0.95 ; -87.55
25623; 90.33 ; 449.00 ; -0.04 ; -0.20 ; 9.30 ; 9.38 ; 0.06 ; -0.12 ; 0.17 ; -1.21 ; 0.24 ; -80.30
Time (ms);Distance (cm);Brightness (lux);a_x (m/s^2);a_y (m/s^2);a_z (m/s^2);a_mag (m/s^2);r_x (rad/s^2);r_y (rad/s^2);r_z (rad/s^2);roll (deg);pitch (deg);yaw (deg)
1050; 94.66 ; 409.00 ; -0.12 ; -0.27 ; 9.38 ; 9.38 ; 0.06 ; -0.12 ; 0.36 ; -1.68 ; 0.72 ; -78.44
1216; 95.39 ; 426.00 ; 0.16 ; -0.24 ; 9.26 ; 9.26 ; 0.06 ; -0.13 ; 0.35 ; -1.46 ; -0.97 ; -66.34
1348; 77.17 ; 431.00 ; 0.16 ; -0.12 ; 9.38 ; 9.38 ; 0.06 ; -0.12 ; 0.21 ; -0.72 ; -0.96 ; -66.39
1482; 116.30 ; 392.00 ; 0.47 ; -0.75 ; 9.30 ; 9.25 ; 0.04 ; -0.10 ; -0.16 ; -4.58 ; -2.89 ; -52.27
1614; 98.10 ; 400.00 ; 0.24 ; -0.82 ; 9.30 ; 9.34 ; 0.05 ; -0.08 ; -0.51 ; -5.06 ; -1.44 ; -56.97
1745; 94.17 ; 402.00 ; 0.12 ; -0.82 ; 9.34 ; 9.43 ; 0.03 ; -0.03 ; -1.50 ; -5.04 ; -0.72 ; -75.53
1876; 93.13 ; 360.00 ; -0.08 ; -0.16 ; 9.49 ; 9.49 ; 0.02 ; 0.03 ; -2.28 ; -0.95 ; 0.47 ; -103.29
2008; 85.53 ; 342.00 ; -0.04 ; -0.24 ; 9.26 ; 9.30 ; -0.01 ; 0.04 ; -2.59 ; -1.46 ; 0.24 ; -137.64
2142; 92.52 ; 339.00 ; -0.08 ; -0.43 ; 9.45 ; 9.46 ; 0.00 ; 0.04 ; -2.58 ; -2.61 ; 0.47 ; -166.76
2273; 91.30 ; 303.00 ; -0.27 ; -0.90 ; 9.38 ; 9.42 ; 0.01 ; -0.02 ; -1.56 ; -5.50 ; 1.67 ; 165.02
2404; 83.44 ; 288.00 ; -0.08 ; -0.24 ; 9.38 ; 9.38 ; 0.04 ; -0.07 ; -0.63 ; -1.44 ; 0.48 ; 165.93
2534; 95.14 ; 286.00 ; -0.08 ; -0.98 ; 9.26 ; 9.31 ; 0.04 ; -0.08 ; -0.71 ; -6.05 ; 0.48 ; 147.97
2666; 82.10 ; 285.00 ; 0.04 ; -0.63 ; 9.41 ; 9.44 ; 0.05 ; -0.07 ; -0.43 ; -3.81 ; -0.24 ; 152.04
2796; 85.97 ; 288.00 ; 0.08 ; 0.39 ; 9.49 ; 9.50 ; 0.06 ; -0.11 ; 0.06 ; 2.37 ; -0.47 ; 160.86
2924; 81.76 ; 275.00 ; -0.20 ; -0.27 ; 9.53 ; 9.54 ; 0.05 ; -0.12 ; 0.19 ; -1.65 ; 1.18 ; 155.64
3055; 76.61 ; 273.00 ; -0.08 ; -0.16 ; 9.34 ; 9.42 ; 0.05 ; -0.12 ; 0.20 ; -0.96 ; 0.48 ; 158.53
3185; 86.14 ; 275.00 ; -0.08 ; -0.12 ; 9.34 ; 9.34 ; 0.06 ; -0.11 ; 0.06 ; -0.72 ; 0.48 ; 158.94
3316; 92.03 ; 283.00 ; -0.12 ; -0.27 ; 9.26 ; 9.30 ; 0.06 ; -0.11 ; 0.09 ; -1.70 ; 0.73 ; 158.70
3447; 95.78 ; 294.00 ; 0.04 ; -0.31 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.08 ; -1.93 ; -0.24 ; 155.05
3581; 96.04 ; 281.00 ; 0.04 ; -0.27 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.10 ; -1.68 ; -0.24 ; 155.59
3713; 85.48 ; 277.00 ; 0.08 ; -0.35 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.07 ; -2.15 ; -0.48 ; 155.38
3843; 91.41 ; 271.00 ; 0.16 ; -0.31 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.04 ; -1.93 ; -0.96 ; 157.53
3974; 80.13 ; 271.00 ; 0.00 ; -0.31 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.04 ; -1.92 ; 0.00 ; 153.85
4104; 89.36 ; 269.00 ; 0.00 ; -0.16 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.05 ; -0.97 ; 0.00 ; 155.96
4237; 99.27 ; 295.00 ; -0.04 ; -0.35 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.06 ; -2.16 ; 0.24 ; 154.63
4369; 86.60 ; 301.00 ; 0.00 ; -0.16 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.00 ; -0.97 ; 0.00 ; 157.13
4499; 76.56 ; 302.00 ; 0.00 ; -0.20 ; 9.38 ; 9.38 ; 0.05 ; -0.10 ; -0.12 ; -1.20 ; 0.00 ; 157.69
4629; 76.50 ; 302.00 ; -0.08 ; -0.31 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.03 ; -1.93 ; 0.48 ; 157.09
4759; 95.49 ; 303.00 ; -0.20 ; -0.24 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.06 ; -1.46 ; 1.21 ; 158.06
4893; 86.77 ; 272.00 ; -0.24 ; -0.16 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.07 ; -0.96 ; 1.44 ; 158.61
5024; 80.98 ; 270.00 ; -0.08 ; -0.43 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.07 ; -2.62 ; 0.48 ; 153.57
5154; 91.96 ; 268.00 ; -0.08 ; -0.12 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.06 ; -0.72 ; 0.48 ; 158.77
5285; 87.11 ; 270.00 ; 0.20 ; -0.08 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.06 ; -0.48 ; -1.19 ; 156.30
5416; 74.77 ; 271.00 ; -0.08 ; -0.31 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; 0.01 ; -1.93 ; 0.48 ; 155.79
5549; 94.37 ; 300.00 ; -0.04 ; -0.20 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.05 ; -1.19 ; 0.24 ; 156.54
5681; 100.63 ; 291.00 ; -0.16 ; -0.20 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.10 ; -1.21 ; 0.97 ; 158.39
5812; 71.20 ; 291.00 ; -0.08 ; -0.43 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.12 ; -2.65 ; 0.48 ; 153.56
5942; 86.45 ; 284.00 ; -0.08 ; -0.35 ; 9.30 ; 9.30 ; 0.05 ; -0.10 ; -0.11 ; -2.17 ; 0.48 ; 152.77
6073; 81.81 ; 278.00 ; -0.08 ; -0.24 ; 9.49 ; 9.50 ; 0.05 ; -0.11 ; 0.04 ; -1.42 ; 0.47 ; 155.12
6206; 86.96 ; 271.00 ; 0.27 ; -0.20 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; 0.04 ; -1.20 ; -1.68 ; 153.26
6337; 86.30 ; 276.00 ; -0.04 ; -0.12 ; 9.30 ; 9.30 ; 0.06 ; -0.11 ; 0.04 ; -0.73 ; 0.24 ; 157.40
6467; 92.08 ; 283.00 ; -0.20 ; -0.24 ; 9.34 ; 9.34 ; 0.06 ; -0.11 ; 0.10 ; -1.44 ; 1.20 ; 155.42
6598; 86.96 ; 286.00 ; 0.04 ; -0.16 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; 0.11 ; -0.96 ; -0.24 ; 155.45
6728; 101.92 ; 292.00 ; 0.04 ; -0.16 ; 9.34 ; 9.34 ; 0.06 ; -0.11 ; 0.11 ; -0.96 ; -0.24 ; 155.07
6860; 82.42 ; 291.00 ; -0.24 ; -0.24 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; 0.09 ; -1.44 ; 1.44 ; 157.73
6993; 109.93 ; 261.00 ; 0.04 ; -0.35 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; 0.10 ; -2.17 ; -0.24 ; 153.78
7126; 69.45 ; 258.00 ; 0.04 ; -0.24 ; 9.22 ; 9.22 ; 0.05 ; -0.11 ; 0.12 ; -1.46 ; -0.24 ; 157.20
7256; 88.34 ; 261.00 ; 0.00 ; -0.35 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; 0.11 ; -2.17 ; 0.00 ; 155.08
7386; 101.00 ; 270.00 ; 0.12 ; -0.20 ; 9.30 ; 9.30 ; 0.05 ; -0.12 ; 0.17 ; -1.21 ; -0.73 ; 159.14
7518; 95.17 ; 283.00 ; 0.08 ; -0.35 ; 9.18 ; 9.19 ; 0.05 ; -0.11 ; 0.13 ; -2.20 ; -0.49 ; 157.07
7652; 80.84 ; 277.00 ; 0.08 ; -0.20 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; 0.05 ; -1.21 ; -0.48 ; 158.98
7782; 76.39 ; 277.00 ; 0.04 ; -0.31 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.10 ; -1.94 ; -0.24 ; 159.64
7912; 87.52 ; 272.00 ; 0.12 ; -0.20 ; 9.34 ; 9.34 ; 0.05 ; -0.12 ; 0.22 ; -1.20 ; -0.72 ; 162.09
8043; 85.69 ; 269.00 ; -0.16 ; -0.04 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.17 ; -0.24 ; 0.96 ; 165.77
8173; 95.39 ; 264.00 ; -0.12 ; -0.27 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.01 ; -1.68 ; 0.72 ; 159.72
8307; 84.05 ; 281.00 ; -0.12 ; -0.43 ; 9.41 ; 9.43 ; 0.05 ; -0.11 ; 0.06 ; -2.62 ; 0.72 ; 158.43
8438; 89.31 ; 289.00 ; -0.04 ; -0.20 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.06 ; -1.21 ; 0.24 ; 160.20
8569; 95.04 ; 295.00 ; 0.04 ; -0.39 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; 0.03 ; -2.42 ; -0.24 ; 158.80
8700; 79.11 ; 295.00 ; -0.12 ; -0.27 ; 9.22 ; 9.22 ; 0.05 ; -0.11 ; 0.08 ; -1.71 ; 0.73 ; 161.47
8830; 95.53 ; 288.00 ; -0.08 ; -0.20 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; 0.12 ; -1.20 ; 0.48 ; 162.97
8966; 100.75 ; 268.00 ; -0.04 ; -0.24 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.11 ; -1.46 ; 0.24 ; 164.00
9097; 85.40 ; 273.00 ; -0.04 ; -0.27 ; 9.41 ; 9.34 ; 0.05 ; -0.11 ; 0.06 ; -1.67 ; 0.24 ; 162.18
9227; 70.67 ; 268.00 ; -0.16 ; -0.12 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.05 ; -0.72 ; 0.96 ; 166.00
9357; 87.78 ; 275.00 ; -0.04 ; -0.24 ; 9.22 ; 9.22 ; 0.05 ; -0.11 ; 0.04 ; -1.46 ; 0.24 ; 161.92
9488; 103.45 ; 288.00 ; -0.08 ; -0.43 ; 9.38 ; 9.39 ; 0.05 ; -0.11 ; 0.11 ; -2.64 ; 0.48 ; 160.69
9622; 71.51 ; 292.00 ; 0.00 ; -0.24 ; 9.49 ; 9.50 ; 0.05 ; -0.10 ; -0.02 ; -1.42 ; 0.00 ; 163.46
9752; 90.33 ; 285.00 ; -0.75 ; -0.27 ; 9.38 ; 9.41 ; 0.05 ; -0.10 ; -0.00 ; -1.68 ; 4.54 ; 165.99
9883; 95.95 ; 269.00 ; -1.29 ; 0.08 ; 9.49 ; 9.45 ; 0.05 ; -0.11 ; 0.07 ; 0.47 ; 7.76 ; 171.96
10014; 94.97 ; 262.00 ; -1.37 ; -0.04 ; 9.30 ; 9.40 ; 0.05 ; -0.11 ; 0.05 ; -0.24 ; 8.40 ; 168.44
10145; 101.77 ; 262.00 ; -0.67 ; -0.08 ; 9.38 ; 9.41 ; 0.05 ; -0.10 ; -0.05 ; -0.48 ; 4.07 ; 167.40
10280; 94.56 ; 286.00 ; -0.47 ; -0.08 ; 9.38 ; 9.39 ; 0.05 ; -0.09 ; -0.32 ; -0.48 ; 2.87 ; 165.20
10412; 92.98 ; 276.00 ; -0.39 ; -0.04 ; 9.34 ; 9.34 ; 0.05 ; -0.09 ; -0.28 ; -0.24 ; 2.41 ; 163.18
10543; 96.50 ; 256.00 ; -0.67 ; 0.00 ; 9.34 ; 9.36 ; 0.05 ; -0.09 ; -0.32 ; 0.00 ; 4.09 ; 163.12
10674; 87.42 ; 240.00 ; -0.67 ; -0.12 ; 9.34 ; 9.36 ; 0.05 ; -0.09 ; -0.27 ; -0.72 ; 4.09 ; 159.59
10804; 102.18 ; 219.00 ; -0.71 ; -0.16 ; 9.45 ; 9.48 ; 0.05 ; -0.10 ; -0.12 ; -0.95 ; 4.27 ; 160.34
10939; 99.10 ; 221.00 ; -0.55 ; -0.51 ; 9.41 ; 9.44 ; 0.05 ; -0.09 ; -0.19 ; -3.10 ; 3.33 ; 154.41
11070; 99.20 ; 210.00 ; -0.31 ; -0.75 ; 9.30 ; 9.37 ; 0.05 ; -0.09 ; -0.27 ; -4.58 ; 1.93 ; 147.93
11202; 83.59 ; 208.00 ; 0.00 ; -0.63 ; 9.34 ; 9.36 ; 0.06 ; -0.09 ; -0.15 ; -3.85 ; 0.00 ; 145.91
11332; 94.30 ; 213.00 ; 0.12 ; -0.51 ; 9.30 ; 9.33 ; 0.05 ; -0.09 ; -0.22 ; -3.14 ; -0.72 ; 145.11
11463; 107.63 ; 217.00 ; 0.12 ; -0.39 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; -0.12 ; -2.41 ; -0.72 ; 146.44
11684; 98.38 ; 236.00 ; 0.16 ; -0.35 ; 9.26 ; 9.27 ; 0.06 ; -0.09 ; -0.07 ; -2.18 ; -0.97 ; 144.82
11813; 97.16 ; 267.00 ; 0.31 ; -0.63 ; 9.26 ; 9.28 ; 0.05 ; -0.09 ; -0.25 ; -3.88 ; -1.94 ; 140.01
11944; 105.27 ; 277.00 ; -0.39 ; 0.04 ; 9.38 ; 9.38 ; 0.06 ; -0.12 ; 0.44 ; 0.24 ; 2.40 ; 150.04
12077; 105.95 ; 300.00 ; 0.00 ; -0.12 ; 9.45 ; 9.41 ; 0.06 ; -0.15 ; 0.72 ; -0.71 ; 0.00 ; 149.45
12209; 136.01 ; 338.00 ; 0.31 ; -0.20 ; 9.34 ; 9.34 ; 0.05 ; -0.12 ; 0.30 ; -1.20 ; -1.92 ; 151.45
12342; 198.76 ; 343.00 ; 0.20 ; -0.08 ; 9.26 ; 9.26 ; 0.05 ; -0.10 ; -0.16 ; -0.49 ; -1.21 ; 151.88
12482; 108.14 ; 364.00 ; -0.55 ; 0.24 ; 9.22 ; 9.24 ; 0.05 ; -0.09 ; -0.27 ; 1.46 ; 3.41 ; 155.25
12614; 218.31 ; 398.00 ; -0.20 ; -0.55 ; 9.18 ; 9.27 ; 0.05 ; -0.10 ; -0.21 ; -3.42 ; 1.22 ; 146.02
12753; 110.39 ; 391.00 ; 0.08 ; -0.78 ; 9.26 ; 9.29 ; 0.05 ; -0.09 ; -0.39 ; -4.84 ; -0.48 ; 140.27
12886; 181.62 ; 441.00 ; -0.27 ; -0.31 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.05 ; -1.93 ; 1.68 ; 141.57
13023; 145.77 ; 415.00 ; -0.27 ; -0.16 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; 0.15 ; -0.96 ; 1.68 ; 142.63
13160; 194.98 ; 424.00 ; -0.51 ; 0.08 ; 9.49 ; 9.38 ; 0.06 ; -0.12 ; 0.36 ; 0.47 ; 3.07 ; 147.94
13297; 226.69 ; 430.00 ; -0.24 ; -0.55 ; 9.22 ; 9.24 ; 0.05 ; -0.13 ; 0.30 ; -3.41 ; 1.46 ; 141.24
13436; 363.18 ; 483.00 ; 0.04 ; -0.47 ; 9.41 ; 9.43 ; 0.06 ; -0.12 ; 0.42 ; -2.86 ; -0.24 ; 142.33
13583; 172.75 ; 477.00 ; 0.71 ; -0.78 ; 9.30 ; 9.36 ; 0.06 ; -0.13 ; 0.44 ; -4.82 ; -4.33 ; 138.56
13719; 159.88 ; 516.00 ; 1.37 ; -0.43 ; 9.26 ; 9.37 ; 0.06 ; -0.14 ; 0.62 ; -2.67 ; -8.43 ; 137.39
13857; 154.27 ; 531.00 ; 0.98 ; -0.24 ; 9.34 ; 9.39 ; 0.06 ; -0.13 ; 0.33 ; -1.44 ; -5.99 ; 152.80
13992; 158.35 ; 463.00 ; 0.82 ; -0.20 ; 9.49 ; 9.53 ; 0.05 ; -0.09 ; -0.27 ; -1.18 ; -4.96 ; 154.49
14128; 233.27 ; 443.00 ; 0.59 ; 0.04 ; 9.45 ; 9.47 ; 0.05 ; -0.09 ; -0.14 ; 0.24 ; -3.56 ; 155.19
14267; 185.75 ; 477.00 ; 0.27 ; 0.04 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.03 ; 0.24 ; -1.67 ; 154.43
14403; 371.63 ; 475.00 ; 0.51 ; -0.16 ; 9.22 ; 9.23 ; 0.05 ; -0.10 ; -0.19 ; -0.98 ; -3.17 ; 150.99
14555; 235.92 ; 469.00 ; 0.16 ; -0.31 ; 9.45 ; 9.46 ; 0.04 ; -0.08 ; -0.54 ; -1.90 ; -0.95 ; 151.27
14694; 240.94 ; 461.00 ; 0.12 ; -0.16 ; 9.34 ; 9.34 ; 0.04 ; -0.07 ; -0.76 ; -0.96 ; -0.72 ; 147.29
14834; 375.76 ; 459.00 ; 0.20 ; 0.00 ; 9.30 ; 9.30 ; 0.04 ; -0.07 ; -0.59 ; 0.00 ; -1.21 ; 144.12
14982; 208.38 ; 425.00 ; 0.08 ; -0.04 ; 9.41 ; 9.41 ; 0.05 ; -0.09 ; -0.35 ; -0.24 ; -0.48 ; 136.97
15120; 166.07 ; 430.00 ; 0.24 ; 0.00 ; 9.38 ; 9.38 ; 0.05 ; -0.09 ; -0.25 ; 0.00 ; -1.44 ; 132.59
15258; 180.60 ; 443.00 ; -0.04 ; -0.04 ; 9.38 ; 9.38 ; 0.05 ; -0.10 ; -0.17 ; -0.24 ; 0.24 ; 135.41
15394; 193.35 ; 449.00 ; 0.24 ; 0.04 ; 9.45 ; 9.46 ; 0.04 ; -0.08 ; -0.46 ; 0.24 ; -1.43 ; 131.27
15532; 110.29 ; 440.00 ; -0.08 ; -0.75 ; 9.41 ; 9.44 ; 0.05 ; -0.09 ; -0.30 ; -4.53 ; 0.48 ; 124.75
15664; 113.14 ; 404.00 ; -0.35 ; -0.24 ; 9.18 ; 9.20 ; 0.05 ; -0.11 ; 0.10 ; -1.47 ; 2.20 ; 129.51
15797; 441.77 ; 399.00 ; 0.12 ; -0.20 ; 9.14 ; 9.14 ; 0.05 ; -0.11 ; -0.06 ; -1.23 ; -0.74 ; 125.79
15951; 233.85 ; 424.00 ; 0.04 ; -0.04 ; 9.38 ; 9.38 ; 0.05 ; -0.10 ; -0.08 ; -0.24 ; -0.24 ; 127.88
16091; 306.09 ; 421.00 ; -0.08 ; -0.16 ; 9.41 ; 9.42 ; 0.05 ; -0.12 ; 0.23 ; -0.95 ; 0.48 ; 127.52
16235; 138.30 ; 402.00 ; -0.04 ; -0.08 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.17 ; -0.49 ; 0.24 ; 127.59
16369; 408.60 ; 400.00 ; 0.00 ; -0.59 ; 9.22 ; 9.24 ; 0.05 ; -0.10 ; -0.15 ; -3.65 ; 0.00 ; 126.05
16519; 225.98 ; 397.00 ; -0.04 ; -0.47 ; 9.22 ; 9.23 ; 0.05 ; -0.09 ; -0.13 ; -2.92 ; 0.24 ; 126.54
16660; 570.15 ; 404.00 ; 0.12 ; -0.27 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; -0.03 ; -1.68 ; -0.72 ; 123.67
16820; 169.84 ; 409.00 ; -0.04 ; -0.35 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.02 ; -2.17 ; 0.24 ; 124.26
16956; 100.03 ; 390.00 ; -0.12 ; -0.24 ; 9.22 ; 9.22 ; 0.05 ; -0.10 ; -0.02 ; -1.46 ; 0.73 ; 123.65
17088; 139.27 ; 422.00 ; -0.12 ; -0.08 ; 9.30 ; 9.30 ; 0.09 ; -0.08 ; -0.22 ; -0.48 ; 0.73 ; 124.10
17222; 169.19 ; 392.00 ; -0.12 ; -0.43 ; 9.61 ; 9.62 ; 0.03 ; -0.11 ; -0.19 ; -2.57 ; 0.70 ; 120.08
17360; 229.77 ; 400.00 ; 0.16 ; 0.00 ; 9.49 ; 9.49 ; 0.05 ; -0.12 ; 0.26 ; 0.00 ; -0.95 ; 121.75
17500; 350.77 ; 409.00 ; 0.08 ; -0.39 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; -0.03 ; -2.42 ; -0.48 ; 120.08
17646; 384.72 ; 430.00 ; 0.00 ; -0.31 ; 9.26 ; 9.26 ; 0.06 ; -0.10 ; -0.01 ; -1.94 ; 0.00 ; 119.14
17794; 554.25 ; 433.00 ; -0.08 ; -0.12 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; -0.01 ; -0.72 ; 0.48 ; 121.03
17952; 103.54 ; 429.00 ; -0.12 ; 0.00 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.16 ; 0.00 ; 0.72 ; 122.01
18087; 510.74 ; 435.00 ; 0.04 ; -0.20 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; 0.12 ; -1.20 ; -0.24 ; 121.52
18243; 244.41 ; 436.00 ; -0.04 ; -0.12 ; 9.30 ; 9.30 ; 0.06 ; -0.12 ; 0.19 ; -0.73 ; 0.24 ; 122.45
18383; 145.48 ; 396.00 ; 0.04 ; -0.35 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; 0.12 ; -2.16 ; -0.24 ; 121.88
18518; 204.47 ; 418.00 ; 0.00 ; -0.27 ; 9.38 ; 9.34 ; 0.06 ; -0.11 ; 0.04 ; -1.68 ; 0.00 ; 122.61
18656; 411.36 ; 420.00 ; 0.04 ; -0.24 ; 9.18 ; 9.18 ; 0.05 ; -0.11 ; 0.09 ; -1.47 ; -0.24 ; 121.84
18808; 442.98 ; 409.00 ; -0.08 ; -0.24 ; 9.18 ; 9.18 ; 0.06 ; -0.11 ; 0.10 ; -1.47 ; 0.49 ; 122.02
18961; 116.13 ; 437.00 ; -0.08 ; -0.20 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.16 ; -1.20 ; 0.48 ; 122.52
19093; 104.73 ; 431.00 ; 0.04 ; -0.35 ; 9.34 ; 9.34 ; 0.06 ; -0.11 ; 0.15 ; -2.17 ; -0.24 ; 122.15
19225; 284.82 ; 400.00 ; 0.00 ; -0.31 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.05 ; -1.93 ; 0.00 ; 125.17
19367; 573.41 ; 408.00 ; -0.16 ; -0.31 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.01 ; -1.93 ; 0.96 ; 124.39
19529; 154.52 ; 435.00 ; -0.08 ; -0.24 ; 9.22 ; 9.22 ; 0.05 ; -0.11 ; 0.10 ; -1.46 ; 0.49 ; 124.18
19664; 432.47 ; 421.00 ; -0.04 ; -0.24 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.08 ; -1.43 ; 0.24 ; 123.15
19816; 308.69 ; 403.00 ; -0.08 ; -0.27 ; 9.22 ; 9.22 ; 0.05 ; -0.11 ; 0.06 ; -1.71 ; 0.49 ; 124.53
19960; 113.19 ; 434.00 ; 0.00 ; -0.31 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.07 ; -1.92 ; 0.00 ; 123.84
20092; 209.49 ; 406.00 ; -0.08 ; -0.27 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.05 ; -1.70 ; 0.49 ; 124.69
20234; 239.20 ; 440.00 ; -0.08 ; -0.27 ; 9.49 ; 9.50 ; 0.05 ; -0.11 ; 0.06 ; -1.66 ; 0.47 ; 125.01
20373; 361.82 ; 406.00 ; -0.04 ; -0.27 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.05 ; -1.68 ; 0.24 ; 124.25
20520; 176.30 ; 417.00 ; 0.12 ; -0.27 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; 0.03 ; -1.69 ; -0.72 ; 122.05
20657; 215.11 ; 437.00 ; -0.08 ; -0.20 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.06 ; -1.20 ; 0.48 ; 125.16
20795; 273.19 ; 416.00 ; -0.12 ; -0.27 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.06 ; -1.67 ; 0.72 ; 124.46
